Sentence	Label
Untuk sebuah produk yang harganya sama seperti yang satu ini, saya berharap untuk bekerja jauh lebih baik dan dengan kemudahan yang lebih besar dari hal ini.	0
Dibuat sangat kokoh.	1
Bekerja dengan baik!	1
Tunas telinga hanya memainkan musik di satu telinga.	0
Jangan sia-siakan uangmu ...	0
Akan memesan dari mereka lagi!	1
Jika Anda berencana untuk menggunakan ini dalam mobil lupa tentang hal itu.	0
Saya menemukan produk ini untuk menjadi waaay terlalu besar.	0
Terbaik yang saya temukan sejauh ini .... Saya telah mencoba 2 bluetooths lain dan yang satu ini memiliki kualitas terbaik (baik untuk saya maupun pendengar) serta kemudahan menggunakan.	1
Saya sangat kecewa dengan keputusan saya.	0
Terintegrasi dengan mulus dengan ponsel Motorola RAZR.	1
Pembeli Beware, Anda bisa menyiram uang langsung ke toilet.	0
Sudah pasti tawar-menawar.	1
Harganya sangat bagus dan dengan pengiriman gratis dan semua itu adalah pembelian yang baik.	1
Saya menerima mobil baru saya yang diduga baru 375 dan tampaknya tidak ada yang cocok antara telepon dan charger.	0
Pros: -Good camera-very nice pictures, juga memiliki gaya keren seperti hitam dan putih, dan banyak lagi.	1
Itu adalah cacat desain yang besar (kecuali saya tidak menggunakannya dengan benar, yang saya tidak berpikir adalah kasus ini).	0
Aku suka 350 headset-ku .. Headset bluetooth Jabra350 saya sangat besar, penerimaan yang sangat baik dan potongan telinga adalah pas nyaman.	1
Kamera, meskipun dinilai mengesankan 1.3 megapixels, membuat gambar yang jatuh dengan baik di bawah harapan dari resolusi yang relatif tinggi.	0
Aku membersihkan ini untuk charger mobil dan itu tidak bekerja.	0
Kualitas suara di kedua ujungnya sangat baik, saya menggunakan headset untuk memanggil istri saya dan meminta istri saya untuk menggunakan headset untuk memanggil saya! 2.	1
Ponsel ini langsing dan ringan dan tampilan yang indah.	1
Its a little geeky tapi saya pikir thats seksnya pada roti panggang dan itu batu dan oozes seks langsung ke baterainya tertanam ramping gaya kulit stylish kasus.	1
Produk yang bagus, pengiriman cepat!	1
Benar-benar hebat.	1
Keyboard-nya adalah kompromi yang bagus antara full QWERTY dan keypad nomor ponsel dasar.	1
Aku punya ponsel ini sekitar akhir mungkin dan aku benar-benar tidak bahagia dengan itu.	0
Hal ini sangat nyaman di telinga.	1
Ini telah menjadi pemenang bagi kita.	1
) Setup tidak bisa lebih sederhana.	1
Aku sudah mencoba beberapa earphone yang berbeda untuk ponsel saya dan Jabra ini adalah yang pertama saya sudah menemukan yang cocok dengan telinga saya dengan nyaman.	1
Tidak bisa mendapatkan sinyal yang cukup kuat.	0
Saya sangat senang dengan pembelian saya.	1
Kualitas Yang Buruk.	0
Mendapatkan pekerjaan yang dilakukan.	1
Audio yang bagus!	1
Pada dasarnya layanan itu sangat buruk.	0
itu tidak bekerja di ponsel saya steker saya sangat up set dengan charger!.	0
Aku hanya punya bluetooth selama beberapa minggu, tapi aku sangat menyukainya.	1
The BT headset adalah seperti disapoinment.	0
Hal ini sangat kecil dan Anda bahkan tidak menyadari bahwa itu ada setelah beberapa saat membiasakan diri untuk itu.	1
Perangkat lunak yang disertai hampir brilian.	1
Headset bekerja besar & dikemas rapi untuk menghindari kerusakan apapun.	1
-TidakAku sangat merekomendasikan!	1
Pembeli -- Hati-hati!!!!!!	0
Sebagian besar headset Logitech earbud gagal.	0
Barang yang sangat bagus untuk harganya.	1
Headset saya bekerja hanya peachy-keen.	1
Di rumah saya saya mendapatkan drop liputan di lantai atas dan tidak ada liputan di ruang bawah tanah saya.	0
Pengenalan suara sangat luar biasa!	1
Apa yang sia-sia.	0
Selama beberapa panggilan 2 menit yang berbeda, saya mengalami 5 tetes dan itu berada di area yang memiliki 5 bar.	0
Aku tidak senang dengan item ini.	0
sangat kecewa.	0
Ponsel ini mengambil FOREVER untuk mengisi waktu sekitar 2 sampai 5 jam secara harfiah.	0
Aku menerima telepon ini dari seorang kerabat dan aku senang aku melakukannya.	1
Apa membuang-buang waktu!	0
Penerimaannya sangat sangat buruk.	0
Item-item yang dinyatakan sebagai dimasukkan dari deskripsi tidak termasuk.	0
Setelah 3 bulan, layar hanya menjadi hitam tiba-tiba.	0
Aku Berharap Untuk Lebih.	0
Kualitas Audio adalah miskin, sangat miskin.	0
Saya sama sekali tidak ada masalah dengan headset ini yang menghubungkan ke 8530 Blackberry Curve saya!	1
Aku tahu kedengarannya lucu, tapi bagiku itu tampak seperti teknologi sketsa yang tidak bekerja dengan baik. Nah, yang satu ini bekerja bagus.	1
Saya telah membeli $5 kabel headphone yang terdengar lebih baik dari ini.	0
Ponsel ini sangat cepat dengan mengirimkan segala jenis pesan dan browsing web secara signifikan lebih cepat dari ponsel sebelumnya yang saya gunakan.	1
Nice kualitas membangun, tidak seperti beberapa murah s * ** di luar sana.	1
Item ini fantastis dan bekerja sempurna!	1
Dan aku suka warnanya!	1
W810i hanya SUPERB.	1
Yang bisa saya lakukan adalah whine di Internet, jadi inilah dia. Semakin saya menggunakan hal yang kurang saya sukai.	0
Charger besar.	1
Hal ini pada dasarnya adalah alat komunikasi yang tidak berkomunikasi.	0
Bekerja seperti pesona; bekerja sama seperti yang saya dapatkan dengan telepon.	1
Saya masih mempertahankan bahwa monyet tidak harus membuat headphone, kita hanya jelas tidak berbagi DNA yang cukup untuk menyalin desain ke manusia.	0
Nilai Besar.	1
Tidak bekerja sama sekali .. Aku bougth itu untuk L7c saya dan tidak bekerja.	0
Tampilan itu sangat tajam dan layarnya bagus dan jelas, dengan grafis yang hebat.	1
tidak berlangsung lama.	0
Satu hal yang saya benci adalah modus set tombol di samping.	0
PELAYANAN YANG SANGAT BAIK!!!!!!	1
Terima kasih untuk membuang-buang uang saya.	0
Bagaimana bisa itu?Kualitas suaranya buruk.	0
The iGo chargers dan tips yang benar-benar besar.	1
Browser file menawarkan semua pilihan yang satu kebutuhan. Handsfree adalah besar.	1
Telepon luar biasa di jaringan besar.	1
Saya menghubungkan bluetooth milik istri saya, (Motorola HS850) ke ponsel saya dan itu bekerja seperti pesona apakah ponsel itu ada di saku atau kopor saya.	1
Saya menempatkan OS terbaru di atasnya (v1.15g), dan sekarang suka lambat untuk merangkak dan mengunci setiap sekali dalam beberapa saat.	0
Ini hanya mengenali ponsel sebagai perangkat penyimpanannya.	0
Jika Anda suka dengung keras untuk menimpa semua percakapan Anda, maka telepon ini adalah untuk Anda!	0
Jangan beli produk ini.	0
Saya telah memiliki headset bluetoooth ini untuk beberapa waktu sekarang dan masih tidak nyaman dengan cara itu cocok di telinga.	0
Kualitas suara yang baik dan fungsionalitas yang mengagumkan.	1
Saya memiliki ponsel ini dan itu adalah duri di sisi saya, saya benar-benar benci itu.	0
Aku baru saja mengalami masalah di mana aku tidak bisa tetap terhubung selama lebih dari 10 menit sebelum disconnected.	0
Luar biasa!	1
Desain Flaw?	0
Telepon yang bagus!	1
Limbah dari 13 dolar.	0
Tapi ketika saya memeriksa pesan suara di malam hari, tombol backlight dimatikan beberapa detik ke pesan pertama, dan kemudian aku hilang.	0
Penggantinya meninggal dalam beberapa minggu.	0
Setiap nada dering ..Secara keseluruhan baik telepon untuk membeli ..	1
Akhir-akhir ini mereka telah sangat baik dan membantu di telepon.	1
Saya telah memiliki masalah wit hit menjatuhkan sinyal dan lebih.	0
Tidak terkesan.	0
Berat ringan, aku tidak menyadari itu ada.	1
Kau akan suka betapa tipis itu.	1
Pilihan Yang Buruk.	0
Kasus pleather tidak cocok.	0
telepon tidak berguna, hanya tuli.	0
Warnanya bahkan lebih cantik dari yang saya kira, dan grafisnya sangat tajam.	1
Semua dalam semua saya pikir itu adalah investasi yang baik.	1
Itu membuat suara berdetik yang aneh sebelum berakhir panggilan.	0
Elektronik terbaik dari pemancar FM yang tersedia.	1
Baterai berlangsung hanya beberapa jam.	0
Headset besar, sangat terkesan-H500.	1
Kamera mega pixel "1.2", menjadi bagian dari sebuah ponsel, cukup good7.	1
Saya telah memiliki ini selama hampir 2 tahun dan itu telah bekerja besar bagi saya.	1
Transmisi audio yang bagus.	1
Kami akan mengirimnya kembali.	0
Saya tidak repot-repot menghubungi perusahaan untuk beberapa produk dolar tapi saya belajar pelajaran bahwa saya seharusnya tidak membeli formulir ini secara online pula.	0
Jika kau benci alat penyadap, hindari ponsel ini dengan segala cara.	0
Harga yang bagus juga!	1
Jangkauan sangat layak, saya sudah dapat berkeliaran di sekitar rumah saya dengan telepon di ruang tamu dengan tidak ada penerimaan/masalah kualitas suara.	1
Layanan cepat.	1
Saya akan sangat merekomendasikan ini.	1
Aku akan merekomendasikan ini.	1
Aku juga tidak suka tombol "on", rasanya seperti akan retak dengan penggunaan.	0
PONSEL TERBURUK YANG PERNAH ADA.	0
Aku masih tergila-gila dengan ponsel ini.	1
Membeku sering ke 4.	0
Ini agak memalukan untuk digunakan karena bagaimana terlihat dan sebagian besar itu memalukan bagaimana anak-seperti perusahaan ini.	0
Sederhana, ringan dan cocok.	1
Semua dalam semua, saya mengharapkan pengalaman konsumen yang lebih baik dari Motorola.	0
Ada suara kutu yang mengerikan di latar belakang semua panggilanku yang tidak pernah aku alami sebelumnya.	0
Hal ini tentu sangat nyaman dan fungsionalitas yang layak.	1
Saya biasanya tidak suka ikat kepala tapi yang satu ini sangat ringan & tidak mengacaukan rambut saya.	1
Aku sedikit kecewa.	0
Saya telah memiliki telepon ini selama lebih dari satu tahun sekarang, dan saya akan memberitahu Anda, its tidak yang besar.	0
Saya memesan ini untuk sony Ericsson W810i tapi saya pikir itu hanya bekerja sekali (thats ketika saya pertama kali menggunakannya).	0
Baterai benar-benar tidak berguna bagi saya.	0
Apa membuang-buang waktu.	0
Jangan buang $$$$ pada yang satu ini.	0
Suara yang bagus dan pelayanan.	1
Sangat senang dengan produk ini sejauh ini.	1
Salah satu pembelian favorit saya pernah.	1
Bluetooth terbaik di pasaran.	1
Kulit otentik dengan bagus bersinar dan kenyamanan. Saya merekomendasikan Anda kasus ini!!	1
Saya sangat bersemangat untuk mendapatkan headset ini karena saya pikir itu benar-benar lucu.	1
Jangan membuat kesalahan yang sama seperti saya.	0
Big Kekecewaan dengan kalender sync.	0
telepon tidak dapat digunakan dan tidak baru.	0
Layanan Pelanggan Terburuk Yang Pernah Ada.	0
Tidak ada gel telinga tambahan yang disediakan, dan tidak ada instruksi apapun.	0
Ini mengalahkan tujuan headset bluetooth.	0
Bernilai setiap sen.	1
Kasus ponsel tipe dompet yang bagus.	1
Headphone yang bagus untuk harga dan mereka bekerja besar!	1
Internet sangat lambat.	0
Hal ini sangat nyaman untuk dipakai juga, yang mungkin aspek yang paling penting tentang menggunakan kasus.	1
Ini cocok seperti sarung tangan dan kuat, aman, dan tahan lama.	1
O my gosh telepon terbaik yang pernah saya miliki.	1
Hal ini sangat menarik dan tampaknya kualitas yang baik.	1
Saya suka semua fitur dan faktor bentuk.	1
Produk ini memiliki bau karet/minyak bumi yang kuat yang tak tertahankan setelah beberapa saat dan menyebabkan saya mengembalikannya.	0
kualitas dan pelayanan yang buruk.	0
Kabel ini terlihat begitu tipis dan tipis, itu menakutkan.	0
Earpiece Besar.	1
Tangan yang sempurna alat yang bebas.	1
Bagus untuk digunakan dengan stereo rumah Anda.	1
Produk yang bagus-nilai yang luar biasa.	1
Hanya memiliki satu bulan ini tapi itu bekerja tanpa henti sejauh ini.	1
Bekerja dengan baik.	1
Sampah absolutel.	0
Yang satu itu tidak bekerja baik.	0
Daya tahan baterai sangat bagus.	1
Kembali 8 jam kemudian.	0
Ini barang yang bagus.	1
Jangan sia-siakan uangmu!	0
Cinta headset ini!	1
Tidak hanya akan menguras pemain Anda, tetapi mungkin juga berpotensi menggorengnya.	0
Bekerja dengan sempurna!	1
Tidak dapat diandalkan-Aku menyerah.	0
Aku memberinya 5 bintang karena kualitas suara.	1
Hindari yang satu ini jika Anda bisa.	0
Kabel reversibel bekerja dengan baik.	1
Aku menyia-nyiakan uang kecilku dengan earphone ini.	0
Telepon yang sangat bagus.	1
Yang terbaik dari semuanya adalah fitur berputar, sangat membantu.	1
Kenyamanan untuk seluruh keluarga kami.	1
Produk yang bagus, penjual yang baik.	1
Aku suka bluetooth ini!	1
Pertama, itu tidak dipakai dengan baik.	0
Saya sangat terkesan dengan headset ini dari Plantronics.	1
Aku mendapatkannya karena itu sangat kecil dan menggemaskan.	1
Telepon yang bagus!	1
Aku tidak akan merekomendasikan membeli produk ini.	0
Bagian dari Junk.	0
Kurang kontstrukt engsel.	0
Item ini besar, dipasang itu, biarkan dibebankan pada overnite dan telah bekerja baik setiap sejak dengan tidak ada masalah	1
Telepon Yang Bagus.	1
Jangan beli.	0
Telepon Yang Bagus.	1
JANGAN MEMBELI PONSEL INI.	0
Pengenalan suara thru handset sangat baik.	1
Ini adalah tangan bawah telepon terbaik yang pernah saya miliki.	1
Bekerja dengan baik, ketika kucing saya menyerang telepon ia menggaruk strip pelindung bukan menghancurkan layar.	1
Yang satu ini bekerja dan dihargai dengan baik.	1
Layanan pelanggan sangat buruk.	0
Umur baterai masih belum cukup lama di Motorola Razor V3i.	0
Mengirim kembali.	0
Sekarang aku tahu bahwa aku membuat keputusan yang bijak.	1
Seseorang harus menemukan ini lebih cepat.	1
Harga yang bagus.	1
Semuanya bekerja pada percobaan pertama.Alat itu tentu direkayasa dengan cara yang cerdas dan konstruksi terasa baik.	1
Aku menerimanya dengan cepat dan itu bekerja dengan baik!	1
Telah bekerja dengan baik.	1
Karena banyak orang mengeluh, saya menemukan mikrofon headset ini sangat lemah.	0
Nokia 2160 saya yang berusia 5 tahun dari Tracfone memegang biaya jauh lebih baik dari ini.	0
Mereka tidak peduli tentang konsumen satu bit.	0
Ini adalah baterai yang bagus, dan sampai di sini benar-benar cepat.	1
Manual instruksi kurang.	0
Juga cukup tipis untuk masuk ke jam alarm saya docking stasiun tanpa menghapus kasus.	1
Telepon sekarang memegang kendali seperti yang terjadi ketika baru.	1
Baterai tidak dapat diandalkan juga karena layanan menggunakan antena.	0
Hal ini tidak nyaman dan kualitas suara cukup buruk dibandingkan dengan telepon (Razr) atau dengan headset kabel saya sebelumnya (yang ditancapkan ke LG).	0
Kami telah mendapat banyak pujian di atasnya.	1
Ini pasti adalah keharusan jika keadaan Anda tidak memungkinkan penggunaan ponsel saat mengemudi.	1
Saya ingin uang saya kembali.	0
Aku suka alat ini.	1
Aku juga sangat senang dengan harganya.	1
Saya memesan produk ini dulu dan tidak senang dengan itu segera.	0
Ngusia masih kurang dalam earbuds.	0
Aku bisa melakukan suara dialing di dalam mobil tanpa masalah.	1
Aku punya 2-3 bar di ponselku saat aku di rumah, tapi kau tak bisa mendengar apapun.	0
Barang bagus, harga murah.	1
Namun, riingtones bukanlah yang terbaik, dan tidak juga permainan.	0
Steker tidak bekerja dengan sangat baik.	0
AMAZON PAYAH.	0
Rip off ---- Over muatan pengiriman.	0
Sangat nyaman.	1
Baterai ini bekerja dengan baik sebagai pengganti yang asli yang datang dengan telepon lebih dari 2 tahun yang lalu.	1
Resepsi sangat baik!	1
Ini cocok dengan nyaman di kedua telinga, suara yang jelas dan keras, dan biaya berlangsung selama beberapa hari.	1
sangat jelas, kualitas suara dan Anda tidak harus main-main dengan suara pada iPod Anda karena Anda memiliki tombol suara di headset.	1
1. Baterai yang tahan lama (Anda tidak perlu mengisi ulang itu sesering mungkin dengan beberapa ponsel flip) 2.	0
Jelas ada masalah dengan perekat itu.	0
Sangat mengecewakan.	0
Itu adalah sepotong mahal, tapi aku masih akan diharapkan kualitas yang lebih baik.	0
Hal ini praktis tidak berguna dan tidak menambahkan jenis dorongan untuk penerimaan saya setelah saya membelinya.	0
Kualitas suara yang sangat baik.	1
Tidak bahagia.	0
SEBUAH POTONGAN SAMPAH YANG PECAH SETELAH BERADA DI PONSEL SAYA SELAMA 2 HARI !!!	0
Baterai baru bekerja dengan baik di telepon.	1
Layanan pelanggan terburuk.	0
Saya telah menjatuhkan ponsel saya lebih banyak daripada yang bisa saya katakan, bahkan di beton dan ponsel saya masih hebat (ketukan kayu!).	1
Penerimaan yang mengerikan dan penuh dengan statis.	0
Kualitas audio yang bagus.	1
Perangkat kecil ini telah mengubah kemampuan organisasi saya dan membuat hidup saya jauh lebih mudah.	1
Aku duduk di kendaraanku, dengan buaian di sabukku, dan headset kehilangan sinyal.	0
Apakah JERKS di telepon.	0
Bekerja seperti pesona .. Bekerja seperti yang diiklankan.	1
Nyaman, Jarak Yang Bagus, Baterai Yang Bagus.	1
Cakupan jaringan mereka di Los Angeles mengerikan.	0
Headset nirkabel starter yang sangat baik.	0
Pilihan loudspeaker besar, bumper dengan lampu sangat ... menarik.	0
Satu-satunya hal yang saya pikir bisa meningkatkan adalah suara bocor keluar dari headset.	0
Pertama dari resepsi menyebalkan, aku tidak pernah memiliki lebih dari 2 bar, pernah.	0
Telepon akan sangat panas!	0
Mikrofon juga bekerja dengan baik, tapi (menurut orang yang saya sebut) itu mengerikan segalanya.	1
Desain yang bagus dan berkualitas.	1
Juga, jika ponsel Anda dijatuhkan, kasus ini tidak akan menyimpannya, khusus ketika jatuh muka ke bawah.	0
Hal ini ringan, mudah digunakan, dan memiliki penerimaan dan transmisi yang sangat jelas.	1
Tidak cocok, terlalu besar.	0
Ini jelas tidak sebagus S11 saya.	1
perangkat yang mengagumkan.	1
Buang-buang uang.	0
Saya telah memesan kabel data motorola, mendapat hasil yang sangat baik dan produk kerja.	1
Aku Cinta Telepon Ini.	1
Aku mencari headset ini untuk waktu yang lama dan sekarang aku punya itu aku tidak bisa lebih bahagia.	1
Aku akan drivng bersama, dan headset saya mulai berdering tanpa alasan.	0
Tampilan yang sangat baik dan kamera sama baiknya dengan setiap dari tahun itu.	1
Daya tahan baterai juga besar!	1
Telepon terburuk yang pernah aku punya ... Hanya memiliki itu selama beberapa bulan.	0
Bukan barang yang bagus .. Ini bekerja untuk sementara waktu kemudian mulai memiliki masalah di pemutar kaset reverse otomatis saya.	0
Ini sangat memalukan dan juga telingaku sakit jika aku mencoba menekan sumbat telinga ke telingaku.	0
Melindungi ponsel di semua sisi.	1
Ini adalah rata-rata ponsel dengan baterai yang buruk yang beroperasi pada jaringan yang lemah.	0
Jelas Panggilan Skype, Long Battery Life, Long Range.	1
Teknologi Soyo menyebalkan.	0
Perangkat Bebas Tangan Yang Bagus.	1
Anda bahkan bisa mengambil potret diri dengan tampilan luar (eksterior), sangat keren.	1
Masalah yang sama seperti yang lain telah disebutkan.	0
Setelah mencoba banyak banyak gadget bebas handsfree inilah yang akhirnya bekerja dengan baik.	1
Sihir Bantuan.	1
Bagian terburuk dari omong kosong yang pernah bersama dengan layanan pelanggan Verizon.	0
Kualitas suara yang buruk.	0
Ponsel terbaik di pasar:).	1
Ini bekerja sangat baik.	1
Perusahaan mengirimkan produk saya dengan segera dan bekerja dengan baik.	1
Persis apa yang saya inginkan.	1
Resolusi gambar jauh di bawah apa yang lain-lain harga ponsel menawarkan hari ini.	0
Ini adalah kesepakatan besar.	1
Produk yang sangat baik, saya sangat puas dengan pembelian tersebut.	1
Saya sangat merekomendasikan ini dan mendorong orang untuk memberi mereka kesempatan.	1
Lebih baik dari yang kau harapkan.	1
Menggunakan semua earphone, kiri atau kanan, hal ini tidak akan tinggal di telinga saya.	0
Produk dan harga yang bagus.	1
Kedengarannya bagus dengan harga yang cukup dan efektif, itu sederhana!	1
Masih Menunggu ... Saya yakin item ini akan bekerja dengan baik .. jika saya pernah resiIasi itu!	0
apa yang mengecewakan	0
Layanan yang sangat cepat.	1
Produk yang sangat baik untuk harga.	1
Sangat senang dengan headset ini.	1
Jangan buang uang dan waktu.	0
Aku sangat menyukai kehidupan baterai yang panjang.	1
Hal ini sangat bodoh untuk terus membeli chargers baru, charger mobil, cradles, headphone dan kit mobil setiap kali ponsel baru keluar.	0
Bekerja dengan baik.	1
Plantronics Bluetooth Excelent Buy.	1
Saya datang dari Verizon karena cingulair memiliki ponsel yang lebih bagus .... hal pertama yang saya perhatikan adalah layanan yang benar-benar buruk.	0
Aku akan mencari earphone baru.	0
Saya sangat merekomendasikan perangkat ini kepada semua orang!	1
"Era Tulang" juga luar biasa!	1
Kami menerima baterai berwarna WHITE yang berlangsung DEAD setelah beberapa hoursTHe asli digunakan seminggu-tapi masih berlangsung lebih lama dari thereplacement.	0
Setelah setahun baterainya mati di headset-ku.	0
Saya telah menggunakan beberapa telepon dalam dua tahun, tapi yang satu ini yang terbaik.	1
Sebuah Tampilan Baru Yang Mengagumkan Untuk Musim Gugur 2000!.	1
Ini adalah ponsel pertama yang saya miliki yang telah begitu murah dibuat.	0
Att tidak jelas, suara sangat terdistorsi dan Anda harus berteriak ketika Anda berbicara.	0
Plastik pecah sangat mudah pada klip ini.	0
Harganya juga bagus.	1
Jangan buat kesalahan yang sama seperti yang kulakukan.	0
Oh dan saya lupa juga menyebutkan efek warna aneh yang ada di ponsel Anda.	0
Saya menggunakannya dengan SPINN iriver (dengan kasus) dan itu cocok dengan baik.	1
Juga area di mana unit saya rusak.	0
Secara keseluruhan, saya psyched untuk memiliki telepon yang memiliki semua janji dan kontak saya di dan mendapat penerimaan besar.	1
Setiap hal di telepon bekerja sempurna, dia menyukainya.	1
Catatan lain tentang tampilan ponsel ini adalah bahwa itu benar-benar terlihat agak bland, terutama di semua model hitam.	0
HAL INI BENAR-BENAR MUDAH.	1
Sanyo-ku selamat puluhan tetes di blacktop tanpa efek sakit.	1
Earphone yang fantastis.	1
Ini menemukan ponsel saya segera ketika saya masuk mobil.	1
Kualitas Rendah.	0
Aku sangat merekomendasikan ponsel berharga sederhana ini.	1
